order_id,restaurant_id,order_time,queue_length,orders_last_10min,rider_arrival_time,handover_delay,pickup_time,packed_time,actual_prep_time
ORD_001308,67,2026-02-26 16:17:17.362380,7,1,2026-02-26 16:25:26.723305,4.7158521036302705,2026-02-26 16:38:04.660108,2026-02-26 16:33:21.708982,16.07244336674888
ORD_001309,69,2026-02-22 01:46:30.926923,20,20,2026-02-22 01:56:39.267210,5.6116750667141755,2026-02-22 02:15:28.204204,2026-02-22 02:09:51.503700,23.342946279399847
ORD_001310,96,2026-02-28 15:57:03.884688,11,27,2026-02-28 16:03:05.512750,5.18690146720419,2026-02-28 16:14:25.160780,2026-02-28 16:09:13.946692,12.167700069385855
ORD_001311,98,2026-02-05 04:04:52.543758,3,15,2026-02-05 04:07:10.407444,3.6306241949323494,2026-02-05 04:24:39.630234,2026-02-05 04:21:01.792782,16.154150408109125
ORD_001312,71,2026-02-12 08:12:20.865422,16,15,2026-02-12 08:18:54.425859,4.812674508585279,2026-02-12 08:46:51.254077,2026-02-12 08:42:02.493606,29.693803063452876
ORD_001313,23,2026-02-10 14:23:26.030340,7,11,2026-02-10 14:25:47.078668,4.985442126058318,2026-02-10 14:43:20.642096,2026-02-10 14:38:21.515568,14.924753804883096
ORD_001314,35,2026-02-16 02:37:39.021494,3,17,2026-02-16 02:42:15.193824,1.8321060832839668,2026-02-16 02:47:10.889678,2026-02-16 02:45:20.963313,7.699030319244185
ORD_001315,74,2026-02-10 23:50:12.690246,7,31,2026-02-11 00:00:47.278196,2.468455291231346,2026-02-11 00:10:33.039168,2026-02-11 00:08:04.931851,17.870693417129196
ORD_001316,77,2026-02-01 21:43:06.301574,18,14,2026-02-01 21:50:17.394134,4.718273825863827,2026-02-01 22:20:45.636825,2026-02-01 22:16:02.540395,32.93731368185316
ORD_001317,12,2026-02-26 19:17:47.458119,2,26,2026-02-26 19:24:10.201117,4.084634342624432,2026-02-26 19:31:30.592676,2026-02-26 19:27:25.514615,9.634274928716904
ORD_001318,9,2026-02-16 18:35:58.757383,1,45,2026-02-16 18:44:39.227271,4.237108496848572,2026-02-16 18:50:47.547799,2026-02-16 18:46:33.321289,10.576065104357944
ORD_001319,46,2026-01-30 12:30:01.465361,0,41,2026-01-30 12:39:06.860285,3.5240898480975047,2026-01-30 12:40:02.854934,2026-01-30 12:36:31.409543,6.499069696924709
ORD_001320,59,2026-02-03 18:39:00.234255,0,24,2026-02-03 18:48:00.742405,1.6406728039648566,2026-02-03 18:48:40.679701,2026-02-03 18:47:02.239333,8.033417974697455
ORD_001321,23,2026-02-19 20:08:20.155215,4,44,2026-02-19 20:18:52.405556,3.0805603290071133,2026-02-19 20:22:03.106741,2026-02-19 20:18:58.273121,10.63529843772376
ORD_001322,56,2026-03-01 07:09:16.863642,17,18,2026-03-01 07:18:22.411632,3.235783104673143,2026-03-01 07:43:19.040801,2026-03-01 07:40:04.893815,30.8005028913337
ORD_001323,44,2026-02-25 12:41:51.348353,17,16,2026-02-25 12:46:17.347668,4.5654069268605175,2026-02-25 13:12:27.242163,2026-02-25 13:07:53.317747,26.032823226777957
ORD_001324,24,2026-02-04 08:39:19.467534,9,43,2026-02-04 08:46:47.172486,3.4915879665850884,2026-02-04 09:02:29.634532,2026-02-04 08:59:00.139254,19.677861993924854
ORD_001325,40,2026-02-20 13:04:01.010789,11,12,2026-02-20 13:09:47.531308,5.352508390953651,2026-02-20 13:32:56.994439,2026-02-20 13:27:35.843936,23.580552453838326
ORD_001326,48,2026-02-10 00:38:02.151082,4,49,2026-02-10 00:43:42.500175,3.7694615205204745,2026-02-10 00:50:51.944981,2026-02-10 00:47:05.777290,9.060436803949745
ORD_001327,83,2026-02-21 13:13:05.779389,10,37,2026-02-21 13:23:51.304893,2.7825923872890255,2026-02-21 13:35:34.508178,2026-02-21 13:32:47.552635,19.696220774679922
ORD_001328,40,2026-02-07 04:17:34.697808,14,36,2026-02-07 04:29:26.666645,3.4834955423364926,2026-02-07 04:42:27.750255,2026-02-07 04:38:58.740522,21.40071190642039
ORD_001329,94,2026-02-10 05:42:02.887538,5,23,2026-02-10 05:50:41.720682,4.296935283066601,2026-02-10 05:59:06.077043,2026-02-10 05:54:48.260926,12.756223131462708
ORD_001330,80,2026-02-19 01:49:34.333950,8,30,2026-02-19 02:02:29.918107,2.9095872639376585,2026-02-19 02:03:58.607151,2026-02-19 02:01:04.031915,11.494966088004459
ORD_001331,15,2026-02-18 01:15:55.638595,18,48,2026-02-18 01:24:04.349976,4.874792377474765,2026-02-18 01:36:16.872992,2026-02-18 01:31:24.385449,15.479114240150865
ORD_001332,43,2026-01-30 17:50:45.834459,4,11,2026-01-30 17:53:46.123384,4.128545364102419,2026-01-30 18:04:00.051731,2026-01-30 17:59:52.339009,9.108409165922458
ORD_001333,57,2026-03-01 10:57:01.868914,7,37,2026-03-01 11:11:07.113761,2.9635210384745796,2026-03-01 11:15:03.821084,2026-03-01 11:12:06.009822,15.069015138309304
ORD_001334,20,2026-02-18 05:26:40.066975,16,25,2026-02-18 05:36:00.780835,5.2011920386108885,2026-02-18 06:01:13.753903,2026-02-18 05:56:01.682381,29.360256765213204
ORD_001335,15,2026-02-03 23:13:44.971918,13,11,2026-02-03 23:28:11.528791,2.0703887929704665,2026-02-03 23:35:18.595114,2026-02-03 23:33:14.371786,19.489997798426792
ORD_001336,28,2026-02-08 04:12:21.057989,13,46,2026-02-08 04:23:28.226351,3.9279401641716474,2026-02-08 04:28:28.217958,2026-02-08 04:24:32.541548,12.191392646325628
ORD_001337,55,2026-02-15 01:18:21.874472,18,2,2026-02-15 01:28:05.300227,5.690171371717136,2026-02-15 01:51:50.200350,2026-02-15 01:46:08.790068,27.781926598723842
ORD_001338,37,2026-02-26 18:10:12.173721,18,41,2026-02-26 18:23:45.150451,6.044623482756556,2026-02-26 18:37:12.591573,2026-02-26 18:31:09.914164,20.962340722260553
ORD_001339,48,2026-02-25 16:47:18.921438,7,6,2026-02-25 17:00:53.551334,2.745583876205447,2026-02-25 17:05:36.348331,2026-02-25 17:02:51.613298,15.54486433109193
ORD_001340,58,2026-02-14 05:07:43.510062,18,46,2026-02-14 05:15:52.778544,5.711390150739186,2026-02-14 05:37:06.890066,2026-02-14 05:31:24.206657,23.678276585981788
ORD_001341,36,2026-02-20 18:38:33.166847,10,6,2026-02-20 18:42:47.197801,2.72051241271219,2026-02-20 19:00:33.775852,2026-02-20 18:57:50.545107,19.289637661469186
ORD_001342,71,2026-02-20 15:24:18.369081,13,46,2026-02-20 15:35:16.054371,4.928150426585909,2026-02-20 15:55:25.310207,2026-02-20 15:50:29.621181,26.187534995581142
ORD_001343,45,2026-02-16 20:02:12.206096,14,16,2026-02-16 20:05:09.067529,2.469442652289376,2026-02-16 20:30:09.417125,2026-02-16 20:27:41.250566,25.484074494081646
ORD_001344,74,2026-02-15 16:36:17.572943,17,26,2026-02-15 16:49:53.980831,3.764085729604352,2026-02-15 16:54:12.559282,2026-02-15 16:50:26.714138,14.152353248908222
ORD_001345,43,2026-02-04 17:57:24.666947,0,30,2026-02-04 18:06:21.710160,5.078377190723362,2026-02-04 18:07:03.097582,2026-02-04 18:01:58.394951,4.56213340210498
ORD_001346,100,2026-02-20 10:36:38.476009,12,45,2026-02-20 10:49:38.191013,2.7271023177046443,2026-02-20 10:59:44.892134,2026-02-20 10:57:01.265995,20.379833093315636
ORD_001347,24,2026-02-08 01:04:50.058064,17,20,2026-02-08 01:12:47.490601,5.906633639389568,2026-02-08 01:35:38.718283,2026-02-08 01:29:44.320265,24.904370015646982
ORD_001348,8,2026-02-13 00:58:13.455143,19,47,2026-02-13 01:05:42.541477,6.648006443837519,2026-02-13 01:38:35.865887,2026-02-13 01:31:56.985500,33.7255059517415
ORD_001349,61,2026-02-10 00:46:53.532228,6,46,2026-02-10 00:53:10.022005,5.09980655887008,2026-02-10 01:03:09.294743,2026-02-10 00:58:03.306349,11.162902024258694
ORD_001350,85,2026-01-30 16:31:27.543931,8,42,2026-01-30 16:38:43.363744,4.495934231446036,2026-01-30 16:53:54.157201,2026-01-30 16:49:24.401147,17.94762027004256
ORD_001351,32,2026-02-25 22:33:39.847160,4,38,2026-02-25 22:42:03.927574,3.1351395525676247,2026-02-25 22:49:28.540021,2026-02-25 22:46:20.431648,12.67640812819474
ORD_001352,49,2026-02-19 08:45:48.857014,4,46,2026-02-19 08:58:19.739032,4.050473360531055,2026-02-19 09:02:57.643358,2026-02-19 08:58:54.614956,13.09596570683478
ORD_001353,48,2026-02-02 05:46:44.411053,12,34,2026-02-02 05:56:27.354229,6.29908154603736,2026-02-02 06:09:10.527389,2026-02-02 06:02:52.582496,16.13619071657552
ORD_001354,75,2026-01-30 21:34:09.411285,6,27,2026-01-30 21:41:55.190584,4.200946384140314,2026-01-30 21:51:05.262453,2026-01-30 21:46:53.205670,12.729906413525953
ORD_001355,51,2026-02-15 09:56:02.644346,4,21,2026-02-15 10:06:16.605487,3.0194812067859584,2026-02-15 10:10:38.081544,2026-02-15 10:07:36.912672,11.571138760525312
ORD_001356,87,2026-02-22 18:36:29.486656,18,37,2026-02-22 18:44:14.327578,6.002580480726274,2026-02-22 19:00:21.760748,2026-02-22 18:54:21.605919,17.868654383469593
ORD_001357,25,2026-02-23 23:40:08.403722,3,41,2026-02-23 23:51:42.127387,3.9649340832153603,2026-02-23 23:53:31.932761,2026-02-23 23:49:34.036716,9.427216563982807
ORD_001358,21,2026-02-18 07:37:05.845323,14,30,2026-02-18 07:52:05.761603,3.198990782405585,2026-02-18 08:04:01.843858,2026-02-18 08:00:49.904411,23.734318133221603
ORD_001359,72,2026-02-22 10:23:27.285470,17,26,2026-02-22 10:35:25.330083,2.9444848843580442,2026-02-22 10:59:49.498626,2026-02-22 10:56:52.829533,33.425734387588875
ORD_001360,83,2026-02-28 20:59:21.991304,5,2,2026-02-28 21:02:19.230837,3.165229286762398,2026-02-28 21:16:40.257344,2026-02-28 21:13:30.343587,14.13920471308539
ORD_001361,41,2026-02-01 00:29:08.633212,13,36,2026-02-01 00:40:26.858758,2.943408541722071,2026-02-01 00:54:54.942215,2026-02-01 00:51:58.337702,22.828408169939195
ORD_001362,5,2026-02-20 05:59:45.469686,3,47,2026-02-20 06:13:32.682534,3.97239691510625,2026-02-20 06:16:04.511756,2026-02-20 06:12:06.167941,12.344970917948995
ORD_001363,7,2026-02-10 18:24:47.314262,10,46,2026-02-10 18:28:59.997630,3.405673145431637,2026-02-10 18:49:58.377009,2026-02-10 18:46:34.036620,21.778705959838646
ORD_001364,97,2026-02-04 12:22:26.109689,19,20,2026-02-04 12:28:57.346719,5.057956348136677,2026-02-04 13:03:16.811787,2026-02-04 12:58:13.334406,35.787078618568195
ORD_001365,61,2026-02-16 22:09:50.646135,10,10,2026-02-16 22:20:08.371562,4.6141891000564295,2026-02-16 22:33:12.384990,2026-02-16 22:28:35.533644,18.748125145174324
ORD_001366,65,2026-02-17 13:44:21.277512,4,29,2026-02-17 13:51:46.250355,2.729674353510659,2026-02-17 13:54:35.120896,2026-02-17 13:51:51.340435,7.501048721439435
ORD_001367,80,2026-02-15 10:19:07.070843,5,7,2026-02-15 10:24:27.535704,4.653102192248088,2026-02-15 10:36:46.724084,2026-02-15 10:32:07.537952,13.007785147809772
ORD_001368,50,2026-02-12 19:36:11.020964,5,23,2026-02-12 19:44:02.968908,4.4514729224343546,2026-02-12 19:51:50.792140,2026-02-12 19:47:23.703765,11.211380018812603
ORD_001369,98,2026-02-10 02:23:43.633261,8,39,2026-02-10 02:30:10.083025,4.746822598006114,2026-02-10 02:43:33.950295,2026-02-10 02:38:49.140939,15.091794639895591
ORD_001370,22,2026-02-03 10:56:08.846113,0,12,2026-02-03 11:02:58.598272,3.4700793087592183,2026-02-03 11:04:47.725079,2026-02-03 11:01:19.520320,5.177903452228319
ORD_001371,51,2026-02-28 15:27:46.538257,5,49,2026-02-28 15:31:17.605571,2.9973022458364698,2026-02-28 15:47:46.405460,2026-02-28 15:44:46.567325,17.00048446868775
ORD_001372,65,2026-02-11 20:58:46.574988,2,32,2026-02-11 21:10:54.111251,4.227484091950797,2026-02-11 21:12:15.210116,2026-02-11 21:08:01.561070,9.249768034627614
ORD_001373,70,2026-02-28 11:49:15.016264,15,39,2026-02-28 11:51:31.062006,4.182628379331487,2026-02-28 12:12:20.409662,2026-02-28 12:08:09.451959,18.90726159151239
ORD_001374,12,2026-02-01 21:14:09.390581,2,28,2026-02-01 21:19:45.193136,1.0767244891024659,2026-02-01 21:27:29.402776,2026-02-01 21:26:24.799307,12.256812097910514
ORD_001375,40,2026-02-18 21:34:22.543624,5,27,2026-02-18 21:47:36.226862,1.4908059149002368,2026-02-18 21:49:51.217751,2026-02-18 21:48:21.769396,13.987096192495953
ORD_001376,92,2026-02-18 16:20:37.793812,1,50,2026-02-18 16:33:19.237353,3.3883455361391146,2026-02-18 16:34:58.240143,2026-02-18 16:31:34.939411,10.952426656902025
ORD_001377,31,2026-02-08 21:39:37.632558,8,21,2026-02-08 21:47:23.165958,3.5210363099621196,2026-02-08 22:01:06.170245,2026-02-08 21:57:34.908066,17.954591801599328
ORD_001378,9,2026-02-22 23:41:52.883554,12,5,2026-02-22 23:46:36.048735,5.899861435110502,2026-02-23 00:02:11.164934,2026-02-22 23:56:17.173248,14.404828238396382
ORD_001379,65,2026-02-02 07:20:24.679475,12,46,2026-02-02 07:31:43.716090,2.828298965761261,2026-02-02 07:43:04.165722,2026-02-02 07:40:14.467784,19.829805154795974
ORD_001380,88,2026-02-16 16:50:22.169586,10,21,2026-02-16 17:02:51.769807,2.5491630958762537,2026-02-16 17:18:27.633197,2026-02-16 17:15:54.683411,25.541897089815123
ORD_001381,67,2026-02-23 19:37:54.627786,13,35,2026-02-23 19:51:47.710642,4.450920900133774,2026-02-23 19:58:28.311944,2026-02-23 19:54:01.256690,16.110481726499962
ORD_001382,65,2026-02-10 21:23:11.437746,10,25,2026-02-10 21:33:18.799797,4.428269782878138,2026-02-10 21:53:47.213215,2026-02-10 21:49:21.517028,26.16798803757792
ORD_001383,88,2026-02-03 22:45:58.588071,10,33,2026-02-03 22:57:03.473829,2.305929174660847,2026-02-03 23:08:56.841646,2026-02-03 23:06:38.485896,20.66496375354583
ORD_001384,25,2026-02-15 12:40:34.041139,17,33,2026-02-15 12:43:22.381667,3.75386737898074,2026-02-15 13:02:05.796746,2026-02-15 12:58:20.564703,17.775392736792156
ORD_001385,18,2026-02-02 12:04:45.072121,8,44,2026-02-02 12:18:28.634149,5.267020401465908,2026-02-02 12:30:54.589420,2026-02-02 12:25:38.568196,20.891601245666205
ORD_001386,19,2026-02-03 03:30:09.140135,18,8,2026-02-03 03:38:52.130568,6.622949822461376,2026-02-03 03:56:29.578566,2026-02-03 03:49:52.201577,19.71769070257492
ORD_001387,80,2026-02-22 07:54:09.083753,12,46,2026-02-22 08:02:44.980747,6.772981161653302,2026-02-22 08:11:50.047665,2026-02-22 08:05:03.668795,10.909750694516607
ORD_001388,78,2026-02-28 15:10:58.499503,13,38,2026-02-28 15:23:45.838907,5.784155676179874,2026-02-28 15:46:38.080494,2026-02-28 15:40:51.031153,29.87552749503059
ORD_001389,2,2026-01-30 23:21:55.297707,3,12,2026-01-30 23:33:59.680587,3.571396588601764,2026-01-30 23:39:45.403029,2026-01-30 23:36:11.119234,14.263692109447188
ORD_001390,86,2026-02-26 04:54:39.855017,10,4,2026-02-26 05:03:41.725488,3.541503286434087,2026-02-26 05:12:51.509482,2026-02-26 05:09:19.019285,14.652737806130595
ORD_001391,21,2026-02-07 20:55:28.065291,4,5,2026-02-07 21:05:30.330572,1.7351718415944601,2026-02-07 21:07:25.969996,2026-02-07 21:05:41.859686,10.229906584792579
ORD_001392,96,2026-02-20 02:49:05.103362,19,13,2026-02-20 02:53:55.975323,6.185651079657151,2026-02-20 03:11:01.408958,2026-02-20 03:04:50.269893,15.752775523753073
ORD_001393,68,2026-02-09 01:05:58.054135,15,48,2026-02-09 01:18:24.982994,5.059710924497394,2026-02-09 01:31:22.569517,2026-02-09 01:26:18.986862,20.348878789803983
ORD_001394,49,2026-02-13 04:20:13.772899,6,35,2026-02-13 04:26:37.869957,2.0647823038011137,2026-02-13 04:39:22.663313,2026-02-13 04:37:18.776375,17.08339126934146
ORD_001395,56,2026-02-19 14:25:32.275963,6,47,2026-02-19 14:35:15.358826,2.805005804884057,2026-02-19 14:41:46.259938,2026-02-19 14:38:57.959590,13.428060451968834
ORD_001396,48,2026-02-24 18:47:40.553805,17,20,2026-02-24 18:57:19.142117,6.002437597005042,2026-02-24 19:16:08.755671,2026-02-24 19:10:08.609415,22.467593502160213
ORD_001397,95,2026-02-05 18:22:46.561006,12,47,2026-02-05 18:25:03.830169,5.815663268585847,2026-02-05 18:42:06.486119,2026-02-05 18:36:17.546323,13.516421942275958
ORD_001398,81,2026-02-11 20:06:58.826598,6,32,2026-02-11 20:16:43.987209,4.509857837325689,2026-02-11 20:24:58.047133,2026-02-11 20:20:27.455663,13.477151089904504
ORD_001399,25,2026-02-05 13:46:56.211127,8,14,2026-02-05 14:00:54.228607,5.529556632439997,2026-02-05 14:09:08.258698,2026-02-05 14:03:36.485300,16.671236210992635
ORD_001400,9,2026-02-15 23:57:29.328289,11,32,2026-02-16 00:11:26.346601,3.625650921976566,2026-02-16 00:16:08.796130,2026-02-16 00:12:31.257075,15.03214643101917
ORD_001401,12,2026-02-03 06:20:17.223533,3,0,2026-02-03 06:22:42.694460,4.003710080696475,2026-02-03 06:33:32.778289,2026-02-03 06:29:32.555684,9.255535842379743
ORD_001402,84,2026-02-27 13:29:27.800341,17,28,2026-02-27 13:38:04.944462,3.411168242811657,2026-02-27 14:02:51.398864,2026-02-27 13:59:26.728769,29.98214046840895
ORD_001403,88,2026-02-17 05:30:55.724065,6,7,2026-02-17 05:40:29.653141,3.3369330889478714,2026-02-17 05:45:26.632440,2026-02-17 05:42:06.416455,11.178206506416721
ORD_001404,58,2026-02-16 03:54:49.859619,12,2,2026-02-16 04:03:08.450477,5.767525056648616,2026-02-16 04:24:46.351856,2026-02-16 04:19:00.300353,24.174012241481083
ORD_001405,15,2026-02-28 12:15:36.994052,15,19,2026-02-28 12:25:02.648273,2.6376226223967687,2026-02-28 12:33:00.973766,2026-02-28 12:30:22.716409,14.762039277657768
ORD_001406,68,2026-02-22 20:05:06.000658,20,5,2026-02-22 20:13:38.500301,5.1155221549812175,2026-02-22 20:47:17.976246,2026-02-22 20:42:11.044917,37.084070984701555
ORD_001407,56,2026-02-11 23:33:20.373638,7,40,2026-02-11 23:38:35.685103,5.4942582621618445,2026-02-11 23:52:26.633869,2026-02-11 23:46:56.978373,13.61007892427618
ORD_001408,17,2026-02-05 09:42:49.250505,1,25,2026-02-05 09:49:17.648321,2.571179080855156,2026-02-05 09:55:58.010903,2026-02-05 09:53:23.740158,10.574827549114424
ORD_001409,63,2026-02-14 20:34:38.231230,14,11,2026-02-14 20:42:51.120015,5.217712738108273,2026-02-14 20:57:25.884901,2026-02-14 20:52:12.822137,17.57651512094256
ORD_001410,28,2026-02-06 12:14:02.577126,5,26,2026-02-06 12:25:39.440966,2.7586492951125186,2026-02-06 12:26:27.258559,2026-02-06 12:23:41.739601,9.652707909145994
ORD_001411,100,2026-02-01 16:07:16.055203,13,31,2026-02-01 16:11:29.772322,2.57986481400972,2026-02-01 16:27:05.949543,2026-02-01 16:24:31.157654,17.251707518596326
ORD_001412,70,2026-02-13 21:51:33.972785,0,23,2026-02-13 22:01:17.780449,1.6017718492458421,2026-02-13 22:01:55.315621,2026-02-13 22:00:19.209310,8.753942087983958
ORD_001413,18,2026-02-02 15:18:39.638196,0,46,2026-02-02 15:26:18.960630,2.573036702766254,2026-02-02 15:27:54.458645,2026-02-02 15:25:20.076443,6.673970779936701
ORD_001414,74,2026-02-18 01:36:13.232720,7,48,2026-02-18 01:40:16.939165,0.5754483448832612,2026-02-18 01:55:41.975735,2026-02-18 01:55:07.448834,18.90360190494298
ORD_001415,61,2026-02-05 08:02:47.808184,6,1,2026-02-05 08:05:53.319995,4.6970276754320315,2026-02-05 08:22:02.562310,2026-02-05 08:17:20.740649,14.548874417233138
ORD_001416,46,2026-02-21 10:38:43.446229,3,42,2026-02-21 10:43:13.995694,3.208390280312874,2026-02-21 10:52:42.524034,2026-02-21 10:49:30.020617,10.776239803298768
ORD_001417,88,2026-02-19 18:33:41.463868,9,8,2026-02-19 18:42:29.393968,5.667335335186212,2026-02-19 18:57:24.323598,2026-02-19 18:51:44.283478,18.046993492129914
ORD_001418,36,2026-02-05 07:08:19.897370,8,36,2026-02-05 07:13:04.860150,6.061913913255288,2026-02-05 07:32:13.826557,2026-02-05 07:26:10.111722,17.836905862574152
ORD_001419,68,2026-02-23 08:20:03.060911,17,46,2026-02-23 08:29:45.485475,5.361002343112796,2026-02-23 08:43:09.579280,2026-02-23 08:37:47.919139,17.747637134124034
ORD_001420,15,2026-02-28 00:27:21.912432,4,6,2026-02-28 00:30:16.468760,5.020217406555592,2026-02-28 00:43:32.202136,2026-02-28 00:38:30.989092,11.151277661446581
ORD_001421,28,2026-02-13 18:49:46.767080,10,37,2026-02-13 18:57:12.645100,5.575848416392895,2026-02-13 19:07:09.465938,2026-02-13 19:01:34.915033,11.802465889561626
ORD_001422,69,2026-02-25 21:01:20.450257,20,12,2026-02-25 21:11:41.350198,3.491159751783819,2026-02-25 21:20:07.247828,2026-02-25 21:16:37.778243,15.288799758342886
ORD_001423,35,2026-02-05 21:53:38.479327,0,7,2026-02-05 22:00:53.315037,3.011532028672708,2026-02-05 22:08:56.173521,2026-02-05 22:05:55.481599,12.283371194317754
ORD_001424,75,2026-02-07 21:16:55.286912,1,43,2026-02-07 21:19:22.731479,1.7404524232450516,2026-02-07 21:26:09.831065,2026-02-07 21:24:25.403920,7.501950137030625
ORD_001425,18,2026-02-10 06:29:14.562282,8,14,2026-02-10 06:36:32.012991,4.369441343470322,2026-02-10 06:48:41.820959,2026-02-10 06:44:19.654478,15.084869935202041
ORD_001426,55,2026-02-07 01:08:56.518128,7,29,2026-02-07 01:13:29.381532,1.6439254344414247,2026-02-07 01:23:07.350986,2026-02-07 01:21:28.715460,12.536622205677476
ORD_001427,50,2026-02-10 22:41:29.128118,3,3,2026-02-10 22:47:14.971461,2.6258076183257493,2026-02-10 22:55:18.532053,2026-02-10 22:52:40.983596,11.197591303417635
ORD_001428,87,2026-02-01 11:29:51.858189,12,27,2026-02-01 11:39:02.248327,1.7026821268156884,2026-02-01 11:53:22.620114,2026-02-01 11:51:40.459186,21.810016613627937
ORD_001429,21,2026-02-01 11:23:00.729737,14,24,2026-02-01 11:25:08.206831,1.9396138870349602,2026-02-01 11:51:38.025455,2026-02-01 11:49:41.648622,26.681981421767603
ORD_001430,50,2026-02-12 04:49:54.324784,3,12,2026-02-12 05:03:02.032108,1.1306056768953892,2026-02-12 05:03:58.290073,2026-02-12 05:02:50.453732,12.935482458605192
ORD_001431,26,2026-02-15 07:43:36.556202,9,30,2026-02-15 07:58:14.342603,4.047072335191337,2026-02-15 08:01:21.993148,2026-02-15 07:57:19.168808,13.71021010585438
ORD_001432,90,2026-01-30 05:06:44.659169,13,21,2026-01-30 05:13:48.103625,3.2308135441174355,2026-01-30 05:30:18.382093,2026-01-30 05:27:04.533280,20.331235177481414
ORD_001433,84,2026-03-01 05:51:23.065125,12,40,2026-03-01 06:05:14.478044,5.797725356132472,2026-03-01 06:23:37.034254,2026-03-01 06:17:49.170733,26.435093474053566
ORD_001434,15,2026-02-03 20:27:01.828965,19,25,2026-02-03 20:33:09.033588,4.78192358913512,2026-02-03 20:57:04.117809,2026-02-03 20:52:17.202394,25.25622381423639
ORD_001435,93,2026-02-19 03:31:10.347170,14,49,2026-02-19 03:39:13.829911,4.940933287118903,2026-02-19 04:03:01.847397,2026-02-19 03:58:05.391400,26.917403835538895
ORD_001436,63,2026-02-08 15:57:40.514168,13,21,2026-02-08 16:11:35.525602,5.3718472342277614,2026-02-08 16:25:09.195674,2026-02-08 16:19:46.884840,22.106177862023664
ORD_001437,98,2026-02-10 17:28:49.549674,17,30,2026-02-10 17:35:56.916099,3.4439909748913466,2026-02-10 17:52:16.515228,2026-02-10 17:48:49.875770,20.005434936697398
ORD_001438,33,2026-02-15 19:43:46.015794,0,20,2026-02-15 19:50:00.167558,4.200300021860134,2026-02-15 19:58:27.163975,2026-02-15 19:54:15.145974,10.485503007578483
ORD_001439,36,2026-02-26 05:12:18.864319,14,46,2026-02-26 05:18:40.307160,4.457801684170379,2026-02-26 05:33:18.066131,2026-02-26 05:28:50.598030,16.52889518181547
ORD_001440,80,2026-03-01 11:41:58.199219,14,42,2026-03-01 11:52:40.027818,3.475635357585113,2026-03-01 12:00:11.972638,2026-03-01 11:56:43.434517,14.753921640819366
ORD_001441,10,2026-02-01 09:32:33.409348,17,48,2026-02-01 09:42:10.698266,6.439694431472851,2026-02-01 10:04:49.139033,2026-02-01 09:58:22.757367,25.822466991603438
ORD_001442,73,2026-02-13 07:06:20.314346,8,2,2026-02-13 07:08:44.706021,2.5393258790963342,2026-02-13 07:18:41.451530,2026-02-13 07:16:09.091977,9.812960524592526
ORD_001443,68,2026-01-30 19:23:52.937182,14,38,2026-01-30 19:34:35.272888,3.775762768208239,2026-01-30 19:52:29.992317,2026-01-30 19:48:43.446551,24.841822817606626
ORD_001444,44,2026-02-20 02:26:36.905314,5,32,2026-02-20 02:37:22.422962,4.003328737029253,2026-02-20 02:48:22.406719,2026-02-20 02:44:22.206995,17.755028009860393
ORD_001445,1,2026-02-24 06:58:59.116144,1,46,2026-02-24 07:06:26.532306,3.4032627531618322,2026-02-24 07:07:40.409787,2026-02-24 07:04:16.214022,5.284964626429472
ORD_001446,79,2026-02-18 17:01:06.194370,18,36,2026-02-18 17:12:22.462500,7.003635207578521,2026-02-18 17:32:51.630108,2026-02-18 17:25:51.411996,24.75362709416033
ORD_001447,9,2026-02-27 21:32:02.584732,11,21,2026-02-27 21:44:33.281944,3.112013521277342,2026-02-27 21:58:26.056087,2026-02-27 21:55:19.335276,23.279175726992435
ORD_001448,47,2026-02-07 19:08:31.226273,9,31,2026-02-07 19:20:50.832064,3.765692038128012,2026-02-07 19:29:24.012998,2026-02-07 19:25:38.071476,17.114086724839595
ORD_001449,33,2026-02-12 22:38:37.000819,10,37,2026-02-12 22:49:36.754986,3.3037160186417065,2026-02-12 23:02:57.032097,2026-02-12 22:59:38.809136,21.030138621204895
ORD_001450,83,2026-02-09 10:58:48.388105,5,41,2026-02-09 11:10:56.870062,4.67845457192183,2026-02-09 11:12:17.737839,2026-02-09 11:07:37.030565,8.810707668596724
ORD_001451,76,2026-02-01 22:46:02.686517,17,47,2026-02-01 22:55:06.068473,4.656619736489203,2026-02-01 23:06:37.104840,2026-02-01 23:01:57.707656,15.917018982296465
ORD_001452,51,2026-02-20 00:42:47.143716,19,45,2026-02-20 00:50:52.038867,5.404225126508831,2026-02-20 01:11:15.272255,2026-02-20 01:05:51.018747,23.064583851075202
ORD_001453,93,2026-02-27 11:28:50.823910,9,39,2026-02-27 11:31:07.833209,4.668511642997088,2026-02-27 11:52:15.455184,2026-02-27 11:47:35.344485,18.7420095778725
ORD_001454,42,2026-02-27 06:41:07.036065,7,0,2026-02-27 06:47:52.669593,5.974409456032663,2026-02-27 07:05:11.648539,2026-02-27 06:59:13.183972,18.102465111457686
ORD_001455,65,2026-02-22 01:09:09.922116,19,9,2026-02-22 01:15:37.656020,6.485587970353676,2026-02-22 01:40:14.544619,2026-02-22 01:33:45.409341,24.591453752987693
ORD_001456,92,2026-02-27 18:39:27.132395,17,39,2026-02-27 18:52:32.901573,6.441923151024959,2026-02-27 19:12:48.879931,2026-02-27 19:06:22.364542,26.92053577628893
